address;netmask;comment;EA-Level1;EA-Level2;EA-Level3;EA-Site,,,,,,,,,,,,,,
155.125.1.0;255.255.255.0;VLAN800;P&G;AP;Bangkok - Bangkok General Office - 4389;4389,,,,,,,,,,,,,,
155.125.2.0;255.255.255.0;802_Voice;P&G;AP;Guangzhou General Office - Center Plaza - 6670;6670,,,,,,,,,,,,,,
155.125.3.0;255.255.255.0;;P&G;DNS;DNS;,,,,,,,,,,,,,,
155.125.4.0;255.255.254.0;;P&G;DNS;DNS;,,,,,,,,,,,,,,
155.125.6.0;255.255.255.0;;P&G;ReclaimRepository;ReclaimRepository;BT816,,,,,,,,,,,,,,
155.125.7.0;255.255.255.0;BUR;P&G;AP;SINGAPORE - NTP SINGAPORE DATACENTRE - 5007;5007,,,,,,,,,,,,,,
155.125.8.0;255.255.248.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
155.125.16.0;255.255.255.248;;P&G;NA;EDWARDSVILLE - GRANITE CITY - GM - 9917;9917,,,,,,,,,,,,,,
155.125.16.8;255.255.255.248;VLAN 200 DHCP;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
155.125.16.16;255.255.255.240;Vlan 910- WAN Accelerator VLAN;P&G;AP;SHINAGAWA-KU - TOKYO (KANTO) CBD - 5133;5133,,,,,,,,,,,,,,
155.125.16.32;255.255.255.224;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.16.64;255.255.255.192;SDC - ACE 1-ARM;P&G;AP;SINGAPORE - NTP SINGAPORE DATACENTRE - 5007;5007,,,,,,,,,,,,,,
155.125.16.128;255.255.255.128;VLAN160;P&G;NA;AUBURN - AUBURN PLANT - 4576;4576,,,,,,,,,,,,,,
155.125.17.0;255.255.255.252;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.17.4;255.255.255.252;;P&G;NA;EDWARDSVILLE - GRANITE CITY - GM - 9917;9917,,,,,,,,,,,,,,
155.125.17.8;255.255.255.252;;P&G;AP;AP;,,,,,,,,,,,,,,
155.125.17.12;255.255.255.252;;P&G;AP;AP;,,,,,,,,,,,,,,
155.125.17.16;255.255.255.240;VLAN 999;P&G;AP;Chennai - Chennai Rial to Plant - 8047;8047,,,,,,,,,,,,,,
155.125.17.32;255.255.255.224;Vlan 101;P&G;NA;CINCINNATI - KEMPER ENGINEERING LABS - 0271;271,,,,,,,,,,,,,,
155.125.17.64;255.255.255.192;SDC - ACE 2-ARM;P&G;AP;SINGAPORE - NTP SINGAPORE DATACENTRE - 5007;5007,,,,,,,,,,,,,,
155.125.17.128;255.255.255.128;VLAN160;P&G;AP;SHINAGAWA-KU - TOKYO (KANTO) CBD - 5133;5133,,,,,,,,,,,,,,
155.125.18.0;255.255.255.0;description LAN,,,N,1000000,1000000,,Catalyst,,,vLab_vlan53_GAC,,,, itcgw.na-confg 155.125.18.1;P&G;NA;ST BERNARD - CINCINNATI CHEMICALS PLANT - 4358;4358
155.125.19.0;255.255.255.0;;P&G;NA;NA;,,,,,,,,,,,,,,
155.125.20.0;255.255.255.192;;P&G;NA;CHINO - CROSSFLOW CRC - SO  CA - 6023;6023,,,,,,,,,,,,,,
155.125.20.64;255.255.255.224;;P&G;NA;CHINO - CROSSFLOW CRC - SO  CA - 6023;6023,,,,,,,,,,,,,,
155.125.20.96;255.255.255.224;;P&G;NA;CHINO - CROSSFLOW CRC - SO  CA - 6023;6023,,,,,,,,,,,,,,
155.125.20.128;255.255.255.128;TAKASAKI - Takasaki Satellite Plant - BT816;;;;,,,,,,,,,,,,,,
;;;;;;,,,,,,,,,,,,,,
;;ap.pg.com;;CTASK0596271;;,,,,,,,,,,,,,,
155.125.21.0;255.255.255.0;VLAN800;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.22.0;255.255.255.0;;P&G;ReclaimRepository;ReclaimRepository;BT1058,,,,,,,,,,,,,,
155.125.23.0;255.255.255.0;;P&G;ReclaimRepository;ReclaimRepository;BT1058,,,,,,,,,,,,,,
155.125.24.0;255.255.255.128;VLAN 141: WLAN_RTCIS2;P&G;AP;MANDIDEEP  BHOPAL - MANDIDEEP PLANT L&C - 2866;2866,,,,,,,,,,,,,,
155.125.24.128;255.255.255.128;;P&G;ReclaimRepository;ReclaimRepository;2881,,,,,,,,,,,,,,
155.125.25.0;255.255.255.0;APAC CNF Zscaler GRE A-leg;P&G;AP;Equinix Singapore SG3 - BT948;BT948,,,,,,,,,,,,,,
155.125.26.0;255.255.255.128;;P&G;ReclaimRepository;ReclaimRepository;2881,,,,,,,,,,,,,,
155.125.26.128;255.255.255.192;VLAN 801 (Polycom IPT);P&G;AP;Tokyo Office - BT1024;,,,,,,,,,,,,,,
155.125.26.192;255.255.255.192;VLAN 140;P&G;NA;HUNT VALLEY - BEAVER COURT POWDERS COSMETIC PLANT - 3507 (Coty-Owned);3507,,,,,,,,,,,,,,
155.125.27.0;255.255.255.240;VLAN 81;P&G;ReclaimRepository;;WINTON HILL BUSINESS CENTER,,,,,,,,,,,,,,
155.125.27.16;255.255.255.240;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.27.32;255.255.255.224;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.27.64;255.255.255.224;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.27.96;255.255.255.224;Agile Connect;P&G;NA;JOPPA - HUNT VALLEY PLANT - 3508;3508,,,,,,,,,,,,,,
155.125.27.128;255.255.255.192;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.27.192;255.255.255.224;;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
155.125.27.224;255.255.255.224;;P&G;NA;GREENSBORO - GREENSBORO SWING ROAD PLANT - 4582;4582,,,,,,,,,,,,,,
155.125.28.0;255.255.255.0;VLAN 15;P&G;NA;JOPPA - HUNT VALLEY PLANT - 3508;3508,,,,,,,,,,,,,,
155.125.29.0;255.255.255.0;VLAN 140;P&G;AP;Chengdu - Chengdu Plant - 2793;2793,,,,,,,,,,,,,,
155.125.30.0;255.255.255.0;VLAN 205 SAP3/MRPII FOR NA;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.31.0;255.255.255.252;;P&G;NA;LEWISBURG - LEWISBURG PLANT - 4591;4591,,,,,,,,,,,,,,
155.125.31.4;255.255.255.252;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.31.8;255.255.255.252;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.31.12;255.255.255.252;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.31.16;255.255.255.255;Lo10;n/a;n/a;;BT1061,,,,,,,,,,,,,,
155.125.31.17;255.255.255.255;Lo10;n/a;n/a;;BT1061,,,,,,,,,,,,,,
155.125.31.18;255.255.255.255;;n/a;n/a;;n/a,,,,,,,,,,,,,,
155.125.31.19;255.255.255.255;;n/a;n/a;;n/a,,,,,,,,,,,,,,
155.125.31.20;255.255.255.252;;P&G;NA;LEIPSIC - LEIPSIC PLANT - 4175;4175,,,,,,,,,,,,,,
155.125.31.24;255.255.255.252;RouterCore switch connectivity;P&G;AP;TAKASAKI - Takasaki Satellite Plant - BT816;BT816,,,,,,,,,,,,,,
155.125.31.28;255.255.255.252;VLAN992;P&G;ReclaimRepository;ReclaimRepository;4573,,,,,,,,,,,,,,
155.125.31.32;255.255.255.252;;P&G;NA;RUSSELLVILLE - RUSSELLVILLE ANPRO PLANT - 4690;4690,,,,,,,,,,,,,,
155.125.31.36;255.255.255.252;VSAT Tunnel;P&G;NA;HUNT VALLEY - HUNT VALLEY PLANT - 2229 (Coty-Owned);2229,,,,,,,,,,,,,,
155.125.31.40;255.255.255.252;;P&G;NA;Albany - Albany Plant - 2024;2024,,,,,,,,,,,,,,
155.125.31.44;255.255.255.252;;P&G;NA;LIMA - LIMA (OHIO) PLANT - 4593;4593,,,,,,,,,,,,,,
155.125.31.48;255.255.255.252;VLAN993;P&G;ReclaimRepository;ReclaimRepository;4573,,,,,,,,,,,,,,
155.125.31.52;255.255.255.252;VLAN994;P&G;ReclaimRepository;ReclaimRepository;4573,,,,,,,,,,,,,,
155.125.31.56;255.255.255.252;VLAN995;P&G;ReclaimRepository;ReclaimRepository;4573,,,,,,,,,,,,,,
155.125.31.60;255.255.255.252;RTR1-RTR2;P&G;ReclaimRepository;ReclaimRepository;4573,,,,,,,,,,,,,,
155.125.31.64;255.255.255.252;RTR1-RTR2;P&G;ReclaimRepository;ReclaimRepository;4573,,,,,,,,,,,,,,
155.125.31.68;255.255.255.252;RTR1-RTR2;P&G;ReclaimRepository;ReclaimRepository;4573,,,,,,,,,,,,,,
155.125.31.72;255.255.255.252;;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581B;4581B,,,,,,,,,,,,,,
155.125.31.76;255.255.255.252;;P&G;NA;IOWA CITY - IOWA CITY - PLANT - 4585;4585,,,,,,,,,,,,,,
155.125.31.80;255.255.255.252;;P&G;AP;Chennai - Chennai Rial to Plant - 8047;8047,,,,,,,,,,,,,,
155.125.31.84;255.255.255.252;;P&G;AP;KUANTAN - KUANTAN PLANT - 0388;388,,,,,,,,,,,,,,
155.125.31.88;255.255.255.248;;P&G;ReclaimRepository;ReclaimRepository;BT1058,,,,,,,,,,,,,,
155.125.31.96;255.255.255.224;Vlan 120;P&G;NA;CINCINNATI - KEMPER ENGINEERING LABS - 0271;271,,,,,,,,,,,,,,
155.125.31.128;255.255.255.128;Backup - Above Firewall;P&G;AP;KUNDAIM - GOA KUNDAIM PLANT - 2862;2862,,,,,,,,,,,,,,
155.125.32.0;255.255.255.0;VLAN 201 Global Treasury;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.33.0;255.255.255.248;;P&G;DNS;DNS;,,,,,,,,,,,,,,
155.125.33.8;255.255.255.248;;P&G;NA;NA;,,,,,,,,,,,,,,
155.125.33.16;255.255.255.248;Interconnect between Juniper and core switch;P&G;AP;Beijing Innovation Center Tianz - 0099;99,,,,,,,,,,,,,,
155.125.33.24;255.255.255.252;;P&G;NA;AUBURN - AUBURN PLANT - 4576;4576,,,,,,,,,,,,,,
155.125.33.28;255.255.255.252;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.33.32;255.255.255.224;Vlan 160;P&G;NA;CINCINNATI - KEMPER ENGINEERING LABS - 0271;271,,,,,,,,,,,,,,
155.125.33.64;255.255.255.224;VLAN 1;P&G;NA;CINCINNATI - BECKETT RIDGE TECHNICAL CENTER - 3753;3753,,,,,,,,,,,,,,
155.125.33.96;255.255.255.224;VLAN 101;P&G;NA;CINCINNATI - BECKETT RIDGE TECHNICAL CENTER - 3753;3753,,,,,,,,,,,,,,
155.125.33.128;255.255.255.192;;P&G;NA;NA;,,,,,,,,,,,,,,
155.125.33.192;255.255.255.192;One key VLAN;P&G;NA;JOPPA - HUNT VALLEY PLANT - 3508;3508,,,,,,,,,,,,,,
155.125.34.0;255.255.255.0;;P&G;NA;EDWARDSVILLE - GRANITE CITY - GM - 9917;9917,,,,,,,,,,,,,,
155.125.35.0;255.255.255.0;;P&G;ReclaimRepository;ReclaimRepository;BT1058,,,,,,,,,,,,,,
155.125.36.0;255.255.255.0;VLAN 800;P&G;AP;SINGAPORE - SINGAPORE OFC-ALEXANDRA - 8896;8896,,,,,,,,,,,,,,
155.125.37.0;255.255.255.128;description LAN,,,Y,,,,155.125.37.0,,,Servers Blades LAN Segment abnme2gw.na-confg 155.125.37.1;P&G;NA;AUBURN - AUBURN PLANT - 4576;4576,,,,
155.125.37.128;255.255.255.128;;P&G;NA;AUBURN - AUBURN PLANT - 4576;4576,,,,,,,,,,,,,,
155.125.38.0;255.255.255.128;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.38.128;255.255.255.224;Switch Mgmt;P&G;NA;PINEVILLE - ALEXANDRIA PLANT - 4573B;4573B,,,,,,,,,,,,,,
155.125.38.160;255.255.255.224;Wired LAN;P&G;NA;PINEVILLE - ALEXANDRIA PLANT - 4573B;4573B,,,,,,,,,,,,,,
155.125.38.192;255.255.255.224;AP Mgmt;P&G;NA;PINEVILLE - ALEXANDRIA PLANT - 4573B;4573B,,,,,,,,,,,,,,
155.125.38.224;255.255.255.224;RTCIS WVLAN;P&G;NA;PINEVILLE - ALEXANDRIA PLANT - 4573B;4573B,,,,,,,,,,,,,,
155.125.39.0;255.255.255.0;IP Phone Voice VLAN;P&G;AP;Guangzhou - Guangdong Province - B035;B035,,,,,,,,,,,,,,
155.125.40.0;255.255.255.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.41.0;255.255.255.0;;P&G;NA;CINCINNATI - KEMPER ENGINEERING LABS - 0271;271,,,,,,,,,,,,,,
155.125.42.0;255.255.255.128;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.42.128;255.255.255.128;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.43.0;255.255.255.0;VLAN 202;P&G;NA;CINCINNATI - ADSB WAREHOUSE - 4677;4677,,,,,,,,,,,,,,
155.125.44.0;255.255.255.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.45.0;255.255.255.0;VLAN 203 BDC HP SYSTEM LAN;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.46.0;255.255.255.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.47.0;255.255.255.0;;P&G;ReclaimRepository;ReclaimRepository;BT1058,,,,,,,,,,,,,,
155.125.48.0;255.255.255.0;;P&G;NA;CINCINNATI - BECKETT RIDGE TECHNICAL CENTER - 3753;3753,,,,,,,,,,,,,,
155.125.49.0;255.255.255.0;VLAN 801;P&G;AP;SINGAPORE - SINGAPORE OFC-ALEXANDRA - 8896;8896,,,,,,,,,,,,,,
155.125.50.0;255.255.255.0;;P&G;NA;EDWARDSVILLE - GRANITE CITY - GM - 9917;9917,,,,,,,,,,,,,,
155.125.51.0;255.255.255.0;;P&G;NA;ST BERNARD - CINCINNATI CHEMICALS PLANT - 4358;4358,,,,,,,,,,,,,,
155.125.52.0;255.255.255.0;VLAN 20;P&G;NA;PINEVILLE - ALEXANDRIA PLANT - 4573;4573,,,,,,,,,,,,,,
155.125.53.0;255.255.255.0;description LAN,,,Y,1000000,1000000,,Catalyst,,,ID VLAN 51 Wireless itcgw.na-confg 155.125.53.1;P&G;NA;ST BERNARD - CINCINNATI CHEMICALS PLANT - 4358;4358,,,,
155.125.54.0;255.255.255.224;;P&G;DNS;DNS;,,,,,,,,,,,,,,
155.125.54.32;255.255.255.224;VLAN 42;P&G;NA;ST BERNARD - CINCINNATI CHEMICALS PLANT - 4358;4358,,,,,,,,,,,,,,
155.125.54.64;255.255.255.240;Router Interconnect VLAN 999;P&G;AP;Gurgaon - Gurgaon North Data Center - 9254;9254,,,,,,,,,,,,,,
155.125.54.80;255.255.255.248;T01408485 VLAN 101;P&G;AP;XIAN - XIAN RDC - 8392;8392,,,,,,,,,,,,,,
155.125.54.88;255.255.255.252;WAN Links;P&G;AP;Baddi Katha - New Baddi Pack Center - 8978;8978,,,,,,,,,,,,,,
155.125.54.92;255.255.255.252;MPLS Connectivity;P&G;AP;GZ DC Warehourse - A681;A681,,,,,,,,,,,,,,
155.125.54.96;255.255.255.224;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.54.128;255.255.255.192;description LAN,,,Y,1000000,1000000,,Catalyst,,,VLAN 51 Wireless adsbgw.na-confg 155.125.54.129;P&G;NA;CINCINNATI - ADSB WAREHOUSE - 4677;4677,,,,
155.125.54.192;255.255.255.224;VLAN 310;P&G;AP;SINGAPORE - SGO Metropolis - BT882 (Coty);BT882,,,,,,,,,,,,,,
155.125.54.224;255.255.255.240;VLAN 70;P&G;AP;SINGAPORE - SGO Metropolis - BT882 (Coty);BT882,,,,,,,,,,,,,,
155.125.54.240;255.255.255.240;VLAN 71;P&G;AP;SINGAPORE - SGO Metropolis - BT882 (Coty);BT882,,,,,,,,,,,,,,
155.125.55.0;255.255.255.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.56.0;255.255.255.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.57.0;255.255.255.192;;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
155.125.57.64;255.255.255.192;;P&G;NA;CINCINNATI - SWTC - SHARON WOODS TECH CTR - 4627;4627,,,,,,,,,,,,,,
155.125.57.128;255.255.255.192;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.57.192;255.255.255.192;;P&G;NA;NA;,,,,,,,,,,,,,,
155.125.58.0;255.255.255.128;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.58.128;255.255.255.128;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.59.0;255.255.255.0;VLAN 51;P&G;NA;CINCINNATI - SWTC - SHARON WOODS TECH CTR - 4627;4627,,,,,,,,,,,,,,
155.125.60.0;255.255.255.0;description LAN,,,Y,100000,100000,,CatLYST1900 155.125.60.10,,,Chicago CBC LAN,,, ccbcgw.na-confg 155.125.60.1;P&G;NA;ROSEMONT - CHICAGO CUSTOMER BUSINESS CTR - 0117;117,
155.125.61.0;255.255.255.0;;P&G;AMIENS PLANT;AMIENS PLANT;0,,,,,,,,,,,,,,
155.125.62.0;255.255.255.252;;P&G;NA;LEWISBURG - LEWISBURG PLANT - 4591;4591,,,,,,,,,,,,,,
155.125.62.4;255.255.255.252;VLAN992;P&G;ReclaimRepository;ReclaimRepository;4573B,,,,,,,,,,,,,,
155.125.62.8;255.255.255.248;Interconnect between Juniper Firewall and Bluecoat.;P&G;AP;Beijing Innovation Center Tianz - 0099;99,,,,,,,,,,,,,,
155.125.62.16;255.255.255.252;P2P CE to PE Router Connectivity (Secondary);P&G;AP;PETALING JAYA - KUALA LUMPUR GENERAL OFFICE - 4728;4728,,,,,,,,,,,,,,
155.125.62.20;255.255.255.252;;P&G;NA;LEIPSIC - LEIPSIC PLANT - 4175;4175,,,,,,,,,,,,,,
155.125.62.24;255.255.255.252;Interconnectivity between Routers;P&G;AP;TAKASAKI - Takasaki Satellite Plant - BT816;BT816,,,,,,,,,,,,,,
155.125.62.28;255.255.255.252;VLAN993;P&G;ReclaimRepository;ReclaimRepository;4573B,,,,,,,,,,,,,,
155.125.62.32;255.255.255.252;;P&G;NA;RUSSELLVILLE - RUSSELLVILLE ANPRO PLANT - 4690;4690,,,,,,,,,,,,,,
155.125.62.36;255.255.255.252;VSAT/Tachyon Uplink;P&G;NA;HUNT VALLEY - HUNT VALLEY PLANT - 2229 (Coty-Owned);2229,,,,,,,,,,,,,,
155.125.62.40;255.255.255.252;;P&G;NA;Albany - Albany Plant - 2024;2024,,,,,,,,,,,,,,
155.125.62.44;255.255.255.252;;P&G;NA;LIMA - LIMA (OHIO) PLANT - 4593;4593,,,,,,,,,,,,,,
155.125.62.48;255.255.255.252;VLAN994;P&G;ReclaimRepository;ReclaimRepository;4573B,,,,,,,,,,,,,,
155.125.62.52;255.255.255.252;VLAN995;P&G;ReclaimRepository;ReclaimRepository;4573B,,,,,,,,,,,,,,
155.125.62.56;255.255.255.252;;P&G;NA;NA;,,,,,,,,,,,,,,
155.125.62.60;255.255.255.252;RTR1-RTR2;P&G;ReclaimRepository;ReclaimRepository;4573B,,,,,,,,,,,,,,
155.125.62.64;255.255.255.252;RTR1-RTR2;P&G;ReclaimRepository;ReclaimRepository;4573B,,,,,,,,,,,,,,
155.125.62.68;255.255.255.252;RTR1-RTR2;P&G;ReclaimRepository;ReclaimRepository;4573B,,,,,,,,,,,,,,
155.125.62.72;255.255.255.252;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.62.76;255.255.255.252;;P&G;NA;IOWA CITY - IOWA CITY - PLANT - 4585;4585,,,,,,,,,,,,,,
155.125.62.80;255.255.255.240;Spr0ckets/ VLAN 148;P&G;AP;Guangzhou - Huangpu Plant - 1876;1876,,,,,,,,,,,,,,
155.125.62.96;255.255.255.240;;P&G;NA;NA;,,,,,,,,,,,,,,
155.125.62.112;255.255.255.240;VLAN 999;P&G;AP;KUANTAN - KUANTAN PLANT - 0388;388,,,,,,,,,,,,,,
155.125.62.128;255.255.255.128;VLAN 250:“ALICS-R_ESX_Management”;P&G;AP;JAKARTA PLANT - B002;B002,,,,,,,,,,,,,,
155.125.63.0;255.255.255.192;;P&G;NA;BRANTFORD - BRANTFORD OAK PARK WAREHOUSE - 7053;7053,,,,,,,,,,,,,,
155.125.63.64;255.255.255.248;Interconnect between Bluecoat and core switch;P&G;AP;Beijing Innovation Center Tianz - 0099;99,,,,,,,,,,,,,,
155.125.63.72;255.255.255.248;VLAN 64;P&G;NA;CINCINNATI - SWTC - SHARON WOODS TECH CTR - 4627;4627,,,,,,,,,,,,,,
155.125.63.80;255.255.255.240;992 / Riverbed Site Deployments;P&G;AP;THUAN AN - BINH DUONG PLANT - 0395;395,,,,,,,,,,,,,,
155.125.63.96;255.255.255.240;;P&G;NA;CINCINNATI - CLAY STREET PROJECT OFFICE - 7011;7011,,,,,,,,,,,,,,
155.125.63.112;255.255.255.240;VLAN999;P&G;ReclaimRepository;ReclaimRepository;4573,,,,,,,,,,,,,,
155.125.63.128;255.255.255.128;;P&G;ReclaimRepository;ReclaimRepository;na,,,,,,,,,,,,,,
155.125.64.0;255.255.255.0;description LAN,,,Y,10000,10000,,Cat2924 155.125.64.2,,,San Ramone CBC LAN sanrgw.na-confg 155.125.64.1;P&G;NA;SAN RAMON - SAN FRANCISCO CUSTOMER BUS CTR - 0108;108,,,,
155.125.65.0;255.255.255.0;VLAN 34;P&G;NA;CINCINNATI - BECKETT RIDGE TECHNICAL CENTER - 3753;3753,,,,,,,,,,,,,,
155.125.66.0;255.255.255.0;;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
155.125.67.0;255.255.255.192;SDC - ACE 1-ARM REAL;P&G;AP;SINGAPORE - NTP SINGAPORE DATACENTRE - 5007;5007,,,,,,,,,,,,,,
155.125.67.64;255.255.255.192;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.67.128;255.255.255.128;;P&G;NA;NA;,,,,,,,,,,,,,,
155.125.68.0;255.255.255.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.69.0;255.255.255.0;;P&G;MERCK OVERIJSE (BRUSSELS) OFFICE;MERCK OVERIJSE (BRUSSELS) OFFICE;BT1061,,,,,,,,,,,,,,
155.125.70.0;255.255.255.0;;P&G;MERCK MUMBAI OFFICE;MERCK MUMBAI OFFICE;BT1066,,,,,,,,,,,,,,
155.125.71.0;255.255.255.0;VLAN 31;P&G;NA;HUNT VALLEY - BEAVER COURT POWDERS COSMETIC PLANT - 3507 (Coty-Owned);3507,,,,,,,,,,,,,,
155.125.72.0;255.255.254.0;;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
155.125.74.0;255.255.254.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.76.0;255.255.255.248;VLAN 201;P&G;AP;THUAN AN - BENCAT PLANT - A239;A239,,,,,,,,,,,,,,
155.125.76.8;255.255.255.248;VLAN 200 - Diamond IP Appliance;P&G;AP;Guangzhou GZGO GT4 - 6670;6670,,,,,,,,,,,,,,
155.125.76.16;255.255.255.248;For router to switch connectivity;P&G;AP;KUNDAIM - GOA KUNDAIM PLANT - 2862;2862,,,,,,,,,,,,,,
155.125.76.24;255.255.255.248;993 / Riverbed Site Deployments;P&G;AP;SINGAPORE - SGO Metropolis - BT882 (Coty);BT882,,,,,,,,,,,,,,
155.125.76.32;255.255.255.224;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.76.64;255.255.255.240;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.76.80;255.255.255.240;;P&G;NA;CINCINNATI - SWTC - SHARON WOODS TECH CTR - 4627;4627,,,,,,,,,,,,,,
155.125.76.96;255.255.255.224;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
155.125.76.128;255.255.255.192;;P&G;DNS;DNS;,,,,,,,,,,,,,,
155.125.76.192;255.255.255.252;;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
155.125.76.196;255.255.255.252;;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
155.125.76.200;255.255.255.252;VLAN2;P&G;NA;HUNT VALLEY - HUNT VALLEY PLANT - 2229 (Coty-Owned);2229,,,,,,,,,,,,,,
155.125.76.204;255.255.255.252;;P&G;NA;HUNT VALLEY - BEAVER COURT POWDERS COSMETIC PLANT - 3507 (Coty-Owned);3507,,,,,,,,,,,,,,
155.125.76.208;255.255.255.252;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.76.212;255.255.255.252;;P&G;AP;Glendenning - GRO-Market Logistics - wella OW-AAI RE - 8248;8248,,,,,,,,,,,,,,
155.125.76.216;255.255.255.248;VLAN 41;P&G;NA;HUNT VALLEY - BEAVER COURT POWDERS COSMETIC PLANT - 3507 (Coty-Owned);3507,,,,,,,,,,,,,,
155.125.76.224;255.255.255.224;Mgmt VLAN;P&G;NA;HUNT VALLEY - BEAVER COURT POWDERS COSMETIC PLANT - 3507 (Coty-Owned);3507,,,,,,,,,,,,,,
155.125.77.0;255.255.255.0;VLAN 300;P&G;AP;Dong Guan - Dong Guan Plant - 7803;7803,,,,,,,,,,,,,,
155.125.78.0;255.255.255.240;992 / Riverbed Site Deployments;P&G;AP;SINGAPORE - SGO Metropolis - BT882 (Coty);BT882,,,,,,,,,,,,,,
155.125.78.16;255.255.255.240;Wireless RTCIS WPA-PSK1;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
155.125.78.32;255.255.255.240;Wireless RTCIS WPA-PSK2;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
155.125.78.48;255.255.255.240;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
155.125.78.64;255.255.255.224;VLAN 35;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
155.125.78.96;255.255.255.224;VLAN 30;P&G;EMEA;STROMBEEK-BEVER - BRUSSELS INNOVATION CENTER - 0257;257,,,,,,,,,,,,,,
